,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
132554,74.0,78.0,73.0,69.0,63.0,74.0,63.0,76.0,61.0,43.0,62.0,75.0,90.0,86.0,90.0,68.0,89.0,72.0,62.0,60.0,42.0,70.0,32.0,28.0,72.0,70.0,63.0,27.0,22.0,30.0,7.0,12.0,12.0,13.0,14.0
132572,71.0,71.0,66.0,63.0,60.0,69.0,60.0,79.0,73.0,56.0,68.0,77.0,77.0,75.0,77.0,69.0,74.0,69.0,55.0,55.0,65.0,63.0,62.0,59.0,65.0,68.0,57.0,25.0,28.0,28.0,6.0,16.0,6.0,9.0,13.0
132597,66.0,66.0,33.0,30.0,71.0,53.0,36.0,45.0,40.0,30.0,51.0,47.0,32.0,34.0,34.0,62.0,48.0,55.0,49.0,42.0,80.0,28.0,74.0,63.0,26.0,38.0,43.0,67.0,69.0,66.0,14.0,10.0,14.0,10.0,6.0
132616,73.0,75.0,55.0,77.0,74.0,70.0,75.0,70.0,55.0,54.0,63.0,71.0,66.0,64.0,79.0,73.0,60.0,71.0,73.0,70.0,64.0,71.0,47.0,41.0,78.0,43.0,74.0,33.0,30.0,27.0,13.0,10.0,15.0,15.0,15.0
132635,76.0,76.0,34.0,34.0,80.0,54.0,19.0,40.0,40.0,21.0,55.0,52.0,68.0,55.0,50.0,71.0,62.0,24.0,89.0,55.0,73.0,23.0,85.0,77.0,25.0,38.0,41.0,79.0,79.0,78.0,8.0,13.0,11.0,8.0,12.0
132659,73.0,81.0,49.0,79.0,77.0,62.0,60.0,68.0,59.0,59.0,59.0,69.0,66.0,64.0,59.0,72.0,81.0,78.0,79.0,69.0,83.0,70.0,67.0,37.0,75.0,58.0,82.0,27.0,30.0,19.0,13.0,8.0,9.0,10.0,15.0
132674,74.0,76.0,68.0,71.0,65.0,74.0,73.0,79.0,71.0,73.0,61.0,73.0,85.0,82.0,79.0,78.0,74.0,76.0,65.0,72.0,57.0,73.0,68.0,41.0,76.0,70.0,67.0,25.0,22.0,39.0,8.0,10.0,14.0,11.0,9.0
132701,63.0,69.0,59.0,25.0,56.0,62.0,24.0,46.0,32.0,33.0,56.0,62.0,65.0,67.0,63.0,57.0,60.0,51.0,63.0,70.0,62.0,28.0,62.0,64.0,43.0,38.0,35.0,64.0,64.0,66.0,9.0,13.0,14.0,8.0,15.0
132706,62.0,72.0,48.0,52.0,66.0,59.0,55.0,48.0,51.0,52.0,53.0,50.0,64.0,64.0,64.0,60.0,70.0,66.0,72.0,75.0,70.0,56.0,75.0,60.0,50.0,52.0,60.0,67.0,68.0,65.0,15.0,6.0,12.0,11.0,5.0
132712,75.0,75.0,18.0,10.0,13.0,33.0,12.0,11.0,10.0,12.0,37.0,24.0,39.0,44.0,32.0,73.0,41.0,17.0,68.0,32.0,61.0,12.0,44.0,23.0,15.0,38.0,12.0,10.0,13.0,16.0,75.0,76.0,71.0,74.0,77.0
132731,65.0,66.0,57.0,58.0,58.0,64.0,63.0,69.0,67.0,49.0,55.0,63.0,90.0,74.0,84.0,67.0,91.0,65.0,68.0,54.0,34.0,64.0,78.0,24.0,65.0,63.0,56.0,27.0,20.0,25.0,8.0,15.0,9.0,10.0,5.0
132742,65.0,65.0,54.0,66.0,78.0,62.0,66.0,64.0,62.0,61.0,55.0,62.0,44.0,41.0,54.0,66.0,33.0,74.0,49.0,74.0,82.0,66.0,58.0,14.0,59.0,59.0,62.0,37.0,27.0,20.0,11.0,11.0,12.0,15.0,7.0
132761,74.0,74.0,25.0,36.0,78.0,45.0,35.0,43.0,19.0,18.0,45.0,49.0,34.0,54.0,34.0,61.0,32.0,72.0,68.0,54.0,92.0,22.0,74.0,77.0,20.0,25.0,33.0,76.0,76.0,74.0,8.0,7.0,10.0,10.0,14.0
132791,62.0,62.0,69.0,48.0,47.0,62.0,58.0,59.0,48.0,56.0,57.0,54.0,74.0,72.0,75.0,58.0,62.0,51.0,46.0,53.0,58.0,52.0,37.0,31.0,66.0,49.0,56.0,35.0,32.0,33.0,11.0,9.0,10.0,13.0,10.0
132805,83.0,83.0,86.0,73.0,57.0,84.0,84.0,87.0,89.0,72.0,81.0,86.0,85.0,82.0,88.0,84.0,83.0,75.0,68.0,72.0,50.0,74.0,57.0,40.0,79.0,85.0,71.0,30.0,42.0,43.0,8.0,11.0,9.0,7.0,5.0
132834,66.0,66.0,34.0,38.0,74.0,66.0,25.0,36.0,41.0,73.0,69.0,62.0,30.0,29.0,29.0,62.0,38.0,67.0,81.0,32.0,81.0,57.0,62.0,67.0,25.0,54.0,71.0,70.0,65.0,48.0,13.0,7.0,9.0,12.0,12.0
132842,63.0,63.0,57.0,46.0,62.0,63.0,53.0,56.0,56.0,60.0,62.0,64.0,53.0,55.0,54.0,62.0,58.0,66.0,56.0,61.0,70.0,54.0,67.0,71.0,51.0,61.0,61.0,55.0,62.0,58.0,11.0,12.0,13.0,11.0,6.0
132859,57.0,71.0,47.0,44.0,51.0,62.0,45.0,54.0,29.0,48.0,61.0,58.0,69.0,77.0,84.0,55.0,90.0,60.0,57.0,67.0,39.0,48.0,53.0,52.0,52.0,53.0,41.0,57.0,56.0,53.0,10.0,15.0,7.0,6.0,9.0
132869,57.0,61.0,43.0,41.0,48.0,64.0,36.0,55.0,35.0,33.0,60.0,59.0,54.0,61.0,63.0,57.0,72.0,50.0,59.0,51.0,56.0,36.0,65.0,60.0,33.0,62.0,47.0,44.0,62.0,55.0,14.0,13.0,9.0,11.0,11.0
132876,69.0,71.0,54.0,41.0,61.0,72.0,40.0,64.0,53.0,48.0,67.0,69.0,62.0,55.0,73.0,70.0,68.0,62.0,86.0,72.0,68.0,49.0,66.0,72.0,49.0,63.0,50.0,69.0,70.0,67.0,6.0,13.0,13.0,10.0,9.0
132903,74.0,80.0,47.0,20.0,74.0,67.0,14.0,36.0,30.0,34.0,65.0,53.0,55.0,68.0,55.0,69.0,54.0,52.0,75.0,67.0,84.0,36.0,82.0,68.0,19.0,34.0,49.0,78.0,79.0,72.0,14.0,6.0,16.0,9.0,15.0
132918,78.0,78.0,78.0,63.0,42.0,78.0,63.0,81.0,81.0,77.0,77.0,83.0,77.0,74.0,80.0,75.0,82.0,71.0,70.0,75.0,60.0,70.0,49.0,42.0,78.0,80.0,76.0,29.0,41.0,31.0,12.0,16.0,11.0,7.0,15.0
132950,74.0,81.0,64.0,74.0,70.0,71.0,74.0,79.0,70.0,55.0,53.0,84.0,80.0,77.0,82.0,70.0,78.0,68.0,66.0,60.0,57.0,71.0,39.0,21.0,68.0,63.0,67.0,18.0,21.0,23.0,6.0,8.0,10.0,12.0,8.0
132981,63.0,63.0,55.0,57.0,62.0,63.0,56.0,67.0,68.0,73.0,68.0,66.0,58.0,62.0,57.0,47.0,72.0,70.0,69.0,79.0,73.0,65.0,71.0,58.0,55.0,64.0,56.0,52.0,66.0,63.0,14.0,10.0,14.0,9.0,6.0
132988,59.0,59.0,60.0,52.0,46.0,61.0,56.0,61.0,55.0,51.0,54.0,59.0,68.0,70.0,70.0,58.0,80.0,59.0,31.0,51.0,46.0,62.0,41.0,27.0,37.0,58.0,56.0,37.0,43.0,32.0,10.0,7.0,13.0,12.0,13.0
132996,68.0,78.0,70.0,42.0,52.0,65.0,61.0,74.0,59.0,49.0,55.0,72.0,78.0,78.0,83.0,62.0,76.0,58.0,49.0,79.0,54.0,60.0,55.0,40.0,60.0,50.0,58.0,45.0,56.0,53.0,9.0,8.0,9.0,11.0,13.0
133004,74.0,74.0,76.0,65.0,59.0,75.0,65.0,75.0,63.0,57.0,70.0,75.0,78.0,83.0,74.0,73.0,70.0,73.0,59.0,68.0,73.0,67.0,57.0,56.0,74.0,75.0,72.0,46.0,52.0,27.0,15.0,8.0,12.0,9.0,15.0
133026,80.0,82.0,60.0,33.0,74.0,77.0,64.0,64.0,37.0,28.0,76.0,78.0,73.0,78.0,68.0,80.0,78.0,58.0,86.0,70.0,75.0,46.0,79.0,77.0,54.0,67.0,50.0,78.0,82.0,84.0,6.0,7.0,6.0,15.0,7.0
133050,67.0,67.0,18.0,17.0,15.0,35.0,20.0,19.0,16.0,20.0,28.0,25.0,50.0,52.0,58.0,68.0,41.0,16.0,53.0,37.0,52.0,15.0,31.0,17.0,12.0,41.0,23.0,16.0,14.0,19.0,67.0,66.0,65.0,66.0,67.0
133067,84.0,84.0,52.0,53.0,86.0,64.0,56.0,41.0,50.0,39.0,66.0,60.0,74.0,75.0,71.0,79.0,62.0,69.0,90.0,78.0,82.0,56.0,85.0,86.0,49.0,45.0,44.0,83.0,86.0,86.0,12.0,5.0,8.0,11.0,12.0
133098,76.0,76.0,61.0,41.0,68.0,70.0,31.0,59.0,36.0,41.0,68.0,60.0,59.0,68.0,57.0,71.0,32.0,74.0,74.0,70.0,87.0,57.0,85.0,76.0,22.0,52.0,45.0,78.0,80.0,76.0,15.0,16.0,10.0,15.0,6.0
133119,77.0,77.0,54.0,51.0,79.0,75.0,49.0,59.0,70.0,78.0,78.0,63.0,57.0,58.0,56.0,83.0,61.0,77.0,80.0,57.0,77.0,69.0,83.0,80.0,43.0,56.0,69.0,76.0,77.0,79.0,14.0,14.0,15.0,14.0,13.0
133147,72.0,72.0,11.0,9.0,19.0,33.0,15.0,14.0,6.0,9.0,23.0,29.0,42.0,49.0,38.0,63.0,41.0,13.0,56.0,30.0,64.0,11.0,17.0,23.0,11.0,46.0,15.0,10.0,11.0,11.0,73.0,72.0,75.0,75.0,74.0
133165,71.0,75.0,50.0,23.0,73.0,66.0,34.0,52.0,54.0,70.0,65.0,56.0,67.0,70.0,60.0,70.0,72.0,55.0,71.0,64.0,74.0,60.0,76.0,66.0,30.0,57.0,41.0,71.0,74.0,70.0,7.0,12.0,6.0,8.0,5.0
133173,59.0,67.0,63.0,31.0,49.0,58.0,35.0,51.0,39.0,33.0,46.0,54.0,61.0,58.0,46.0,48.0,65.0,35.0,67.0,72.0,74.0,39.0,64.0,57.0,24.0,54.0,42.0,60.0,63.0,58.0,11.0,14.0,8.0,5.0,12.0
133180,58.0,68.0,58.0,26.0,62.0,63.0,32.0,62.0,43.0,37.0,61.0,64.0,62.0,54.0,57.0,54.0,65.0,46.0,61.0,56.0,58.0,42.0,53.0,57.0,48.0,53.0,48.0,58.0,59.0,52.0,14.0,5.0,13.0,14.0,8.0
133183,64.0,64.0,48.0,32.0,63.0,48.0,38.0,44.0,56.0,45.0,52.0,50.0,48.0,53.0,57.0,52.0,71.0,65.0,80.0,75.0,68.0,42.0,57.0,61.0,40.0,46.0,48.0,73.0,69.0,64.0,12.0,10.0,13.0,13.0,7.0
133196,72.0,72.0,61.0,48.0,71.0,75.0,26.0,64.0,56.0,53.0,67.0,72.0,48.0,48.0,58.0,70.0,65.0,53.0,71.0,70.0,73.0,48.0,75.0,75.0,62.0,67.0,49.0,70.0,72.0,68.0,9.0,6.0,15.0,16.0,13.0
133217,64.0,64.0,62.0,35.0,64.0,62.0,47.0,58.0,49.0,41.0,48.0,61.0,66.0,65.0,63.0,64.0,63.0,62.0,66.0,69.0,66.0,50.0,71.0,63.0,54.0,57.0,55.0,63.0,64.0,64.0,6.0,15.0,10.0,7.0,9.0
133228,68.0,68.0,28.0,67.0,68.0,51.0,66.0,65.0,54.0,46.0,41.0,67.0,77.0,85.0,75.0,65.0,59.0,75.0,78.0,69.0,70.0,70.0,54.0,20.0,67.0,44.0,66.0,21.0,23.0,15.0,11.0,9.0,14.0,13.0,13.0
133243,67.0,69.0,70.0,40.0,62.0,74.0,58.0,64.0,70.0,71.0,70.0,70.0,73.0,67.0,66.0,69.0,62.0,67.0,64.0,73.0,72.0,69.0,66.0,59.0,49.0,71.0,61.0,49.0,54.0,53.0,14.0,6.0,9.0,11.0,11.0
133263,63.0,63.0,13.0,18.0,12.0,31.0,7.0,12.0,8.0,13.0,31.0,22.0,45.0,41.0,37.0,59.0,45.0,25.0,51.0,32.0,77.0,12.0,27.0,15.0,12.0,47.0,21.0,18.0,19.0,13.0,66.0,61.0,60.0,62.0,68.0
133282,62.0,73.0,58.0,38.0,40.0,72.0,51.0,68.0,68.0,62.0,70.0,72.0,75.0,75.0,75.0,52.0,82.0,62.0,59.0,70.0,54.0,56.0,60.0,45.0,45.0,55.0,56.0,44.0,50.0,50.0,11.0,5.0,13.0,14.0,11.0
133288,72.0,72.0,28.0,18.0,74.0,48.0,16.0,38.0,20.0,15.0,52.0,48.0,50.0,55.0,56.0,68.0,52.0,25.0,70.0,60.0,78.0,18.0,74.0,78.0,20.0,38.0,18.0,76.0,76.0,74.0,11.0,10.0,9.0,7.0,5.0
133313,65.0,70.0,60.0,49.0,64.0,68.0,44.0,58.0,37.0,46.0,64.0,67.0,63.0,61.0,60.0,67.0,43.0,60.0,63.0,74.0,77.0,65.0,72.0,63.0,60.0,64.0,48.0,52.0,63.0,59.0,9.0,9.0,6.0,10.0,12.0
133321,60.0,63.0,60.0,38.0,57.0,59.0,56.0,57.0,53.0,41.0,57.0,58.0,74.0,77.0,75.0,57.0,70.0,53.0,65.0,70.0,56.0,46.0,55.0,60.0,58.0,57.0,39.0,57.0,61.0,59.0,6.0,7.0,9.0,15.0,7.0
133329,65.0,66.0,61.0,23.0,57.0,64.0,28.0,54.0,39.0,45.0,60.0,62.0,62.0,61.0,58.0,65.0,58.0,36.0,69.0,73.0,74.0,27.0,75.0,66.0,53.0,54.0,47.0,66.0,67.0,67.0,12.0,12.0,9.0,8.0,11.0
133342,62.0,63.0,68.0,39.0,57.0,56.0,30.0,45.0,45.0,40.0,59.0,59.0,63.0,60.0,62.0,61.0,71.0,44.0,73.0,70.0,60.0,45.0,70.0,59.0,34.0,30.0,47.0,60.0,60.0,66.0,11.0,5.0,13.0,12.0,6.0
133354,57.0,60.0,56.0,43.0,52.0,54.0,42.0,61.0,57.0,44.0,52.0,62.0,72.0,63.0,67.0,62.0,74.0,53.0,75.0,54.0,36.0,47.0,52.0,57.0,47.0,57.0,45.0,53.0,59.0,55.0,12.0,6.0,9.0,5.0,12.0
133362,59.0,63.0,57.0,27.0,50.0,55.0,34.0,47.0,37.0,32.0,54.0,59.0,69.0,65.0,75.0,56.0,82.0,47.0,62.0,59.0,34.0,42.0,62.0,54.0,26.0,37.0,40.0,64.0,62.0,60.0,11.0,13.0,9.0,9.0,5.0
133370,63.0,63.0,46.0,64.0,58.0,66.0,44.0,58.0,51.0,44.0,63.0,65.0,60.0,65.0,68.0,63.0,56.0,67.0,67.0,75.0,71.0,66.0,68.0,52.0,58.0,65.0,55.0,50.0,52.0,48.0,8.0,8.0,14.0,16.0,6.0
133378,63.0,63.0,62.0,41.0,65.0,60.0,41.0,62.0,56.0,33.0,53.0,61.0,59.0,65.0,66.0,65.0,65.0,52.0,63.0,77.0,66.0,45.0,65.0,64.0,48.0,55.0,64.0,59.0,62.0,60.0,14.0,7.0,14.0,14.0,12.0
133387,79.0,79.0,59.0,39.0,61.0,77.0,53.0,65.0,59.0,50.0,76.0,75.0,74.0,68.0,72.0,72.0,86.0,71.0,79.0,81.0,81.0,56.0,88.0,86.0,58.0,66.0,58.0,74.0,80.0,82.0,2.0,4.0,2.0,2.0,4.0
133422,65.0,68.0,48.0,62.0,47.0,61.0,55.0,72.0,59.0,63.0,53.0,69.0,91.0,90.0,71.0,66.0,91.0,65.0,72.0,73.0,76.0,55.0,65.0,42.0,61.0,58.0,66.0,17.0,13.0,12.0,11.0,6.0,12.0,14.0,10.0
133441,65.0,65.0,46.0,49.0,50.0,67.0,50.0,64.0,51.0,41.0,61.0,66.0,67.0,68.0,68.0,64.0,70.0,70.0,63.0,66.0,75.0,55.0,83.0,62.0,52.0,53.0,38.0,64.0,65.0,63.0,7.0,9.0,11.0,9.0,11.0
133484,76.0,82.0,71.0,74.0,62.0,75.0,72.0,77.0,88.0,84.0,71.0,77.0,79.0,80.0,78.0,77.0,69.0,83.0,61.0,73.0,64.0,84.0,77.0,42.0,80.0,72.0,82.0,17.0,24.0,21.0,15.0,7.0,15.0,12.0,8.0
133492,69.0,70.0,66.0,54.0,49.0,67.0,49.0,73.0,68.0,61.0,58.0,71.0,78.0,85.0,83.0,70.0,77.0,71.0,64.0,75.0,57.0,62.0,63.0,66.0,67.0,63.0,67.0,63.0,66.0,59.0,9.0,8.0,9.0,10.0,11.0
133517,65.0,70.0,58.0,55.0,61.0,59.0,63.0,70.0,39.0,58.0,58.0,67.0,87.0,85.0,84.0,65.0,85.0,54.0,83.0,52.0,53.0,61.0,60.0,42.0,62.0,60.0,50.0,22.0,34.0,35.0,7.0,10.0,6.0,15.0,9.0
133541,67.0,67.0,16.0,12.0,12.0,16.0,12.0,17.0,12.0,13.0,15.0,16.0,31.0,38.0,55.0,69.0,30.0,24.0,43.0,37.0,61.0,14.0,32.0,15.0,15.0,27.0,14.0,16.0,9.0,12.0,70.0,68.0,55.0,64.0,69.0
133557,72.0,72.0,64.0,60.0,67.0,74.0,49.0,68.0,57.0,67.0,71.0,74.0,66.0,64.0,67.0,74.0,72.0,78.0,86.0,77.0,74.0,72.0,87.0,75.0,66.0,67.0,69.0,68.0,72.0,72.0,6.0,7.0,12.0,11.0,7.0
133590,73.0,73.0,47.0,77.0,77.0,60.0,69.0,71.0,65.0,77.0,42.0,73.0,67.0,67.0,67.0,75.0,43.0,74.0,58.0,75.0,77.0,70.0,64.0,29.0,75.0,65.0,81.0,12.0,13.0,11.0,6.0,12.0,8.0,12.0,7.0
133615,64.0,64.0,60.0,61.0,51.0,51.0,48.0,70.0,65.0,61.0,59.0,62.0,90.0,91.0,77.0,66.0,64.0,67.0,58.0,62.0,75.0,59.0,41.0,34.0,62.0,54.0,59.0,25.0,25.0,25.0,8.0,6.0,7.0,6.0,14.0
133649,68.0,73.0,69.0,56.0,32.0,68.0,56.0,74.0,70.0,69.0,65.0,73.0,90.0,82.0,78.0,59.0,87.0,79.0,70.0,60.0,59.0,64.0,73.0,25.0,44.0,60.0,62.0,23.0,28.0,41.0,8.0,8.0,15.0,9.0,15.0
133679,72.0,73.0,73.0,63.0,46.0,75.0,56.0,70.0,65.0,51.0,65.0,70.0,82.0,83.0,78.0,74.0,84.0,67.0,80.0,80.0,45.0,57.0,69.0,70.0,60.0,69.0,50.0,67.0,68.0,61.0,7.0,8.0,13.0,16.0,15.0
133715,74.0,74.0,53.0,37.0,77.0,77.0,40.0,68.0,56.0,45.0,72.0,75.0,65.0,62.0,66.0,75.0,66.0,68.0,76.0,69.0,74.0,57.0,74.0,72.0,60.0,69.0,41.0,75.0,75.0,74.0,11.0,9.0,14.0,15.0,7.0
133745,72.0,84.0,44.0,50.0,74.0,73.0,48.0,60.0,43.0,35.0,68.0,71.0,69.0,78.0,60.0,69.0,56.0,66.0,55.0,84.0,76.0,59.0,75.0,69.0,65.0,63.0,39.0,72.0,75.0,68.0,7.0,15.0,10.0,15.0,13.0
133766,79.0,86.0,30.0,20.0,80.0,70.0,29.0,42.0,28.0,30.0,57.0,46.0,51.0,64.0,33.0,75.0,33.0,70.0,36.0,63.0,93.0,59.0,75.0,82.0,26.0,30.0,32.0,81.0,85.0,82.0,15.0,7.0,14.0,7.0,15.0
133790,76.0,76.0,42.0,35.0,79.0,72.0,36.0,44.0,30.0,48.0,63.0,55.0,69.0,73.0,60.0,79.0,62.0,59.0,69.0,67.0,75.0,33.0,66.0,76.0,35.0,37.0,53.0,81.0,82.0,78.0,10.0,8.0,12.0,16.0,8.0
133821,66.0,74.0,23.0,15.0,68.0,56.0,15.0,28.0,12.0,21.0,46.0,34.0,55.0,55.0,48.0,61.0,48.0,29.0,67.0,65.0,85.0,13.0,61.0,61.0,17.0,14.0,19.0,68.0,68.0,68.0,11.0,6.0,6.0,10.0,12.0
133831,75.0,75.0,74.0,73.0,51.0,81.0,80.0,81.0,76.0,82.0,77.0,80.0,59.0,62.0,67.0,76.0,67.0,81.0,57.0,62.0,68.0,80.0,39.0,25.0,74.0,77.0,77.0,31.0,44.0,33.0,7.0,7.0,11.0,5.0,10.0
133853,63.0,67.0,65.0,22.0,62.0,62.0,30.0,67.0,56.0,31.0,57.0,60.0,69.0,68.0,62.0,57.0,68.0,22.0,72.0,64.0,61.0,24.0,64.0,61.0,39.0,32.0,63.0,64.0,65.0,65.0,11.0,15.0,10.0,10.0,11.0
133860,71.0,71.0,57.0,71.0,64.0,67.0,71.0,70.0,63.0,55.0,61.0,71.0,73.0,72.0,74.0,75.0,64.0,72.0,67.0,74.0,73.0,69.0,73.0,41.0,73.0,69.0,71.0,31.0,37.0,15.0,11.0,16.0,9.0,13.0,6.0
133883,61.0,74.0,48.0,56.0,42.0,58.0,54.0,65.0,57.0,41.0,43.0,61.0,80.0,84.0,81.0,56.0,78.0,60.0,48.0,65.0,38.0,40.0,48.0,18.0,60.0,58.0,51.0,24.0,29.0,42.0,10.0,11.0,15.0,7.0,7.0
133889,67.0,68.0,61.0,47.0,61.0,66.0,49.0,66.0,59.0,42.0,60.0,69.0,69.0,70.0,68.0,64.0,59.0,60.0,77.0,76.0,69.0,60.0,70.0,66.0,56.0,44.0,43.0,64.0,68.0,67.0,14.0,6.0,7.0,16.0,7.0
133907,78.0,78.0,60.0,82.0,78.0,68.0,76.0,72.0,63.0,54.0,48.0,78.0,69.0,78.0,69.0,84.0,54.0,76.0,66.0,79.0,76.0,65.0,70.0,42.0,88.0,66.0,70.0,22.0,32.0,28.0,9.0,11.0,9.0,11.0,7.0
133922,66.0,68.0,64.0,32.0,50.0,55.0,59.0,51.0,31.0,27.0,53.0,56.0,76.0,79.0,74.0,63.0,77.0,23.0,71.0,80.0,61.0,31.0,69.0,66.0,59.0,39.0,33.0,72.0,66.0,68.0,14.0,10.0,8.0,12.0,7.0
133926,80.0,85.0,45.0,22.0,82.0,59.0,28.0,49.0,29.0,23.0,59.0,61.0,63.0,69.0,54.0,74.0,58.0,39.0,68.0,68.0,86.0,29.0,79.0,83.0,29.0,31.0,26.0,83.0,85.0,79.0,12.0,9.0,5.0,11.0,15.0
133943,54.0,68.0,46.0,37.0,43.0,61.0,48.0,59.0,52.0,39.0,65.0,63.0,68.0,64.0,58.0,51.0,72.0,52.0,56.0,49.0,48.0,39.0,42.0,30.0,46.0,52.0,46.0,35.0,35.0,44.0,13.0,11.0,8.0,11.0,14.0
133954,68.0,68.0,60.0,42.0,64.0,63.0,45.0,57.0,68.0,66.0,59.0,61.0,55.0,52.0,58.0,71.0,58.0,87.0,62.0,70.0,77.0,66.0,69.0,69.0,41.0,53.0,47.0,66.0,73.0,66.0,7.0,16.0,14.0,6.0,16.0
133975,67.0,75.0,68.0,47.0,66.0,69.0,67.0,63.0,61.0,45.0,72.0,67.0,67.0,68.0,66.0,71.0,75.0,68.0,75.0,68.0,73.0,66.0,74.0,62.0,51.0,65.0,57.0,66.0,67.0,61.0,12.0,6.0,8.0,10.0,12.0
133982,72.0,78.0,59.0,73.0,79.0,64.0,75.0,68.0,41.0,35.0,51.0,67.0,69.0,68.0,63.0,70.0,57.0,74.0,75.0,65.0,75.0,65.0,76.0,18.0,74.0,63.0,72.0,21.0,16.0,14.0,14.0,6.0,5.0,11.0,12.0
133988,68.0,77.0,67.0,53.0,54.0,63.0,57.0,75.0,54.0,46.0,53.0,71.0,79.0,79.0,77.0,67.0,72.0,68.0,62.0,80.0,56.0,61.0,33.0,15.0,62.0,63.0,61.0,20.0,18.0,16.0,13.0,10.0,7.0,13.0,9.0
134005,67.0,67.0,48.0,25.0,81.0,45.0,25.0,38.0,32.0,51.0,44.0,52.0,53.0,50.0,34.0,55.0,38.0,33.0,63.0,55.0,82.0,27.0,67.0,66.0,31.0,37.0,64.0,69.0,68.0,64.0,13.0,12.0,12.0,12.0,11.0
134024,73.0,79.0,52.0,38.0,72.0,78.0,48.0,68.0,56.0,40.0,67.0,73.0,65.0,68.0,61.0,70.0,60.0,67.0,87.0,81.0,74.0,61.0,81.0,74.0,60.0,67.0,53.0,73.0,77.0,58.0,12.0,13.0,12.0,15.0,15.0
134034,64.0,64.0,63.0,65.0,71.0,73.0,64.0,54.0,60.0,36.0,68.0,66.0,32.0,40.0,32.0,65.0,34.0,74.0,33.0,58.0,85.0,65.0,75.0,51.0,71.0,65.0,65.0,51.0,34.0,40.0,8.0,8.0,10.0,5.0,13.0
134057,65.0,66.0,10.0,11.0,10.0,32.0,10.0,10.0,11.0,11.0,31.0,21.0,57.0,61.0,58.0,62.0,29.0,23.0,66.0,35.0,69.0,11.0,31.0,15.0,13.0,37.0,18.0,11.0,12.0,12.0,65.0,66.0,64.0,65.0,68.0
134085,74.0,74.0,38.0,32.0,77.0,64.0,37.0,35.0,43.0,54.0,53.0,44.0,33.0,53.0,43.0,78.0,46.0,69.0,67.0,65.0,86.0,51.0,80.0,77.0,29.0,42.0,61.0,76.0,80.0,68.0,11.0,13.0,8.0,9.0,15.0
134110,71.0,71.0,71.0,31.0,50.0,64.0,36.0,61.0,50.0,29.0,58.0,68.0,73.0,73.0,72.0,68.0,69.0,60.0,70.0,71.0,70.0,38.0,77.0,72.0,51.0,54.0,35.0,74.0,72.0,78.0,11.0,12.0,9.0,9.0,12.0
134142,73.0,78.0,67.0,76.0,61.0,68.0,71.0,72.0,61.0,63.0,62.0,73.0,79.0,77.0,73.0,73.0,81.0,77.0,62.0,68.0,78.0,72.0,72.0,27.0,75.0,62.0,67.0,25.0,31.0,36.0,9.0,8.0,12.0,13.0,7.0
134157,74.0,74.0,55.0,78.0,80.0,66.0,76.0,69.0,69.0,71.0,65.0,72.0,59.0,54.0,66.0,75.0,70.0,77.0,67.0,48.0,72.0,77.0,72.0,15.0,78.0,67.0,71.0,33.0,48.0,44.0,5.0,12.0,10.0,7.0,9.0
134166,71.0,71.0,66.0,58.0,71.0,67.0,61.0,74.0,71.0,69.0,65.0,70.0,86.0,82.0,76.0,75.0,73.0,75.0,72.0,93.0,50.0,71.0,61.0,59.0,75.0,65.0,57.0,51.0,49.0,50.0,15.0,15.0,13.0,15.0,12.0
134187,65.0,71.0,31.0,67.0,63.0,52.0,65.0,64.0,51.0,54.0,40.0,67.0,71.0,73.0,70.0,64.0,48.0,73.0,75.0,63.0,85.0,65.0,39.0,24.0,52.0,37.0,71.0,16.0,19.0,18.0,6.0,9.0,13.0,8.0,9.0
134200,65.0,74.0,64.0,46.0,57.0,65.0,29.0,75.0,39.0,37.0,37.0,63.0,76.0,74.0,60.0,68.0,73.0,42.0,59.0,65.0,51.0,30.0,59.0,60.0,67.0,49.0,51.0,62.0,65.0,63.0,11.0,8.0,11.0,7.0,9.0
134207,70.0,72.0,67.0,57.0,63.0,68.0,67.0,72.0,57.0,62.0,65.0,74.0,73.0,75.0,74.0,71.0,72.0,71.0,76.0,72.0,70.0,70.0,68.0,49.0,67.0,68.0,54.0,25.0,38.0,24.0,12.0,16.0,12.0,8.0,8.0
134233,83.0,86.0,70.0,85.0,78.0,76.0,81.0,87.0,76.0,59.0,51.0,83.0,90.0,93.0,86.0,82.0,70.0,77.0,61.0,68.0,59.0,71.0,44.0,24.0,81.0,74.0,75.0,11.0,18.0,15.0,7.0,7.0,12.0,9.0,8.0
134242,60.0,69.0,37.0,28.0,62.0,57.0,33.0,37.0,28.0,22.0,50.0,56.0,66.0,70.0,67.0,54.0,66.0,47.0,72.0,60.0,67.0,31.0,55.0,53.0,17.0,49.0,23.0,57.0,63.0,58.0,9.0,5.0,11.0,15.0,10.0
